code, display, definition
3108000, Aspergillus deoxyribonuclease K>1<, 
3131000, Blood group antigen Middel, 
3136005, Cefoperazone sodium, 
3142009, Azacyclonol, 
3145006, Penicillic acid, 
3150000, Sialate O-acetylesterase, 
3151001, Left upper lobe mucus, 
3155005, 3-Phosphoglyceroyl-phosphate-polyphosphate phosphotransferase, 
3161008, 3-Methylhistidine, 
3167007, Hard coal, 
3187008, Blood group antigen Nielsen, 
3193000, alpha-1,4-Glucan-protein synthase (uridine diphosphate-forming), 
3197004, Inosine monophosphate, 
3209002, Pancuronium sodium, 
3212004, Manganese sulfate, 
3225007, Fibrinogen Seattle I, 
3232003, o-Benzyl-parachlorophenol, 
3271000, Hemoglobin Southampton, 
3273002, Tyrosine-ester sulfotransferase, 
3300001, Euphorbain, 
3318003, Vaginal secretions, 
3325005, Lipopolysaccharide, 
3339005, (R)-20-Hydroxysteroid dehydrogenase, 
3340007, Diastase, 
3342004, Copper isotope, 
3346001, Hemoglobin Brest, 
3378009, Imipramine hydrochloride, 
3379001, Merthiolate, 
3392003, Aldehyde dehydrogenase (acceptor), 
3405005, 2-Hydroxy-3-oxoadipate synthase, 
3411008, bis-(Dimethylthiocarbamyl) disulfide, 
3437006, Hydroxymethylglutaryl-coenzyme A hydrolase, 
3440006, Biotin carboxylase, 
3455002, Discontinued pesticide, 
3463001, L-Amino-acid dehydrogenase, 
3465008, Deoxyribonucleic acid topoisomerase (adenosine triphosphate [ATP]-hydrolysing), 
3466009, Dimethylamine, 
3492002, Galactinol-sucrose galactosyltransferase, 
3493007, Smegma clitoridis, 
3495000, Cystine aminopeptidase, 
3501003, Isoxsuprine hydrochloride, 
3523004, Hemoglobin Q-India, 
3532002, Laryngeal mucus, 
3555004, Blood group antigen Morrison, 
3579002, ^129^Cesium, 
3581000, Glucose-6-phosphatase, 
3587001, Malate dehydrogenase (decarboxylating), 
3588006, Complement enzyme, 
3592004, Short-acting thyroid stimulator, 
3597005, Acebutolol hydrochloride, 
3601005, Ether solvent, 
3602003, Warm antibody, 
3610002, Epoxide hydrolase, 
3617004, ^79^Selenium, 
3648007, Glucocorticoid receptor, 
3655009, Hb - Hemoglobin Constant Spring, 
3672002, Fibrinogen Caracas, 
3684000, Phenylacetic acid, 
3689005, Hemoglobin Mizushi, 
3692009, Sodium sulfite, 
3693004, Fibrinogen Dusart, 
3702007, Cytidine diphosphate (CDP) glycerol glycerophosphotransferase, 
3710008, Prostaglandin-endoperoxide synthase, 
3718001, Cow's milk, 
3726009, Valine-transfer ribonucleic acid ligase, 
3727000, Hemoglobin F-Port Royal, 
3730007, Blood group antigen Lanthois, 
3737005, Nitrate reductase (reduced nicotinamide adenine dinucleotide), 
3742002, Extracellular crystal, 
3757009, Gossypol, 
3771001, Neuromelanin, 
3775005, Choline dehydrogenase, 
3776006, Xanthine dehydrogenase, 
3792001, AA - Arachidonic acid, 
3793006, Soluble barium compound, 
3800009, Acetate kinase, 
3807007, RH4 (ISBT symbol), 
3811001, Magnesium-protoporphyrin methyltransferase, 
3812008, Beryllium isotope, 
3816006, Vanadium isotope, 
3823007, Prochlorperazine edisylate, 
3829006, Fe - Iron, 
3834005, CMP-N-acetylneuraminate-(alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide alpha-2,6-sialyltransferase, 
3836007, Glutaminase, 
3844007, Protoaphin-aglucone dehydratase (cyclizing), 
3848005, Nitrotoluene, 
3849002, Carbon black, 
3854006, bis-Chloro methyl ether, 
3874004, Hydrocodone bitartrate, 
3892007, Thymidine, 
3896005, p-Hydroxybenzoate ester, 
3897001, MNS30 (ISBT symbol), 
3906002, Rectified birch tar oil, 
3920009, Hemoglobin Atago, 
3930000, Manufactured gas, 
3932008, ^64^Copper, 
3941003, Metronidazole hydrochloride, 
3945007, Tin isotope, 
3958008, ^245^Californium, 
3961009, Blood group antigen Ritherford, 
3976001, Blood group antigen HEMPAS, 
3982003, Oxaloacetate decarboxylase, 
3983008, N,-N-dimethyltryptamine, 
3990003, Alkaline phosphatase bone isoenzyme, 
3994007, Hemoglobin Tampa, 
4014000, Sulfisomidine, 
4024008, Soft metal, 
4025009, Captodiame, 
4043008, Etidocaine hydrochloride, 
4047009, cis-1,2-Dihydrobenzene-1,2-diol dehydrogenase, 
4048004, 1,1,2,2-Tetrachloro-1,2- difluoroethane, 
4067000, Chorismate mutase, 
4076007, PTH - Parathyroid hormone, 
4077003, Dihydrolipoamide succinyltransferase, 
4080002, Hemoglobin Grady, Dakar, 
4091009, Enteropeptidase, 
4097008, Apo-SAA complex, 
4104007, Chondroitin sulfate, 
4105008, Adenylate cyclase, 
4115002, Blood group antibody Norlander, 
4137009, sec-Butyl acetate, 
4153007, Long-chain-enoyl-coenzyme A hydratase, 
4167003, PECAM-1 - Platelet endothelial cell adhesion molecule-1, 
4169000, Blood group antibody Le^bH^, 
4177001, Hemoglobin Long Island-Marseille, 
4182008, Cytidine diphosphate (CDP) diacylglycerol-serine O-phosphatidyl-transferase, 
4188007, Fibrinogen Sydney II, 
4200007, Neriifolin, 
4201006, 6-Aminohexanoate-dimer hydrolase, 
4203009, Imipramine pamoate, 
4207005, Cortisone beta-reductase, 
4217000, Fluorosilicate salt, 
4218005, Immunoglobulin, GM>23< allotype, 
4231000, Gallium isotope, 
4239003, Glycerol dehydrogenase, 
4255005, Americium 241, 
4289006, Keyhole-limpet hemocyanin, 
4290002, Linamarin synthase, 
4314009, Blood group antibody Allchurch, 
4334005, Tar oil, 
4342006, 2-Aminopyridine, 
4353000, Di-n-butylphthalate, 
4355007, Coagulation factor IX San Dimas variant, 
4362003, 4-Coumarate-coenzyme A ligase, 
4370008, Acetone, 
4393002, Blood group antigen Fedor, 
4401009, Blood group antibody H>T<, 
4413004, Benzypyrinium, 
4422003, Blood group antigen, 
4423008, Fibrinogen New York II, 
4425001, Blood group antibody Binge, 
4435007, Sulfuryl fluoride, 
4437004, ^127^Cesium, 
4471008, ^244^Californium, 
4479005, Hemoglobin Brockton, 
4480008, Sulfaethidole, 
4509009, Plant phenanthrene toxin, 
4518006, Buthenal, 
4534009, ^208^Bismuth, 
4540002, Adenosine diphosphate (ADP) deaminase, 
4546008, Tetradecanoic acid, 
4555006, Blood group antibody Rils, 
4560005, Hemoglobin Mizuho, 
4561009, Arginine decarboxylase, 
4564001, Blood group antibody Sisson, 
4567008, Galactose-1-phosphate thymidylyltransferase, 
4582003, Blood group antigen N^A^, 
4591004, MNS22 (ISBT symbol), 
4610008, Senile cardiac protein, 
4616002, Triclobisonium chloride, 
4629002, Hypoglycin B, 
4635002, Arterial blood, 
4643007, Calf thymus ribonuclease H, 
4656000, Alcian blue 8GX stain, 
4674009, 2,3-Dihydroxybenzoate serine ligase, 
4681002, Potassium permanganate, 
4693006, Chromium^51^ albumin, 
4700006, Bovine insulin, 
4706000, Chlorine monoxide, 
4714006, ^183m^Osmium, 
4728000, Scopulariopsis proteinase, 
4731004, Aluminum pyro powder, 
4732006, Oncogene protein P55, V-MYC, 
4746006, Hemoglobin Mito, 
4761007, CD30 - Cluster of differentiation antigen 30, 
4762000, Platelet antigen HPA-3b, 
4777008, Fluroxene, 
4780009, Secbutabarbital sodium, 
4786003, beta-1,4-Mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, 
4789005, Blood group antibody Bultar, 
4793004, Azobenzene reductase, 
4814001, Valethamate, 
4824009, MAO - Monoamine oxidase, 
4825005, Peptidyl-glycinamidase, 
4831008, Arabinose-5-phosphate isomerase, 
4832001, Technetium Tc^99m^ mebrofenin, 
4833006, Glucan endo-1,3-alpha-glucosidase, 
4844003, 3,3' Diiodothyronine, 
4864008, AMP - Adenosine monophosphate, 
4872005, Glucosulfone, 
4878009, Human leukocyte antigen Dw3, 
4882006, Ichthyoallyeinotoxin, 
4889002, Xylulokinase, 
4901003, Pyruvate oxidase (coenzyme A-acetylating), 
4925006, Oncogene protein V-ABC, 
4933007, Leukocyte M1, 
4940008, Tattoo dye, 
4955004, Neoplastic structural gene, 
4962008, Tree bark, 
4963003, Neutral amino acid, 
4965005, Glutathione reductase, 
4968007, Acumentin, 
4986005, Magnesium borate, 
5003005, Hemoglobin Swan River, 
5004004, Blood group antibody Panzar, 
5007006, Papain, 
5024000, Fresh water, 
5031001, 3-3'Dichlorobenzidine, 
5040002, Cesium, 
5043000, Erythrosin Y stain, 
5045007, Oncogene protein TCL4, 
5059000, ^97^Technetium, 
5060005, ^132^Cesium, 
5061009, Protein-methionine-S-oxide reductase, 
5064001, Blood group antibody D 1276, 
5081005, RH31 (ISBT symbol), 
5086000, Gelsolin, 
5094007, Blood group antigen Rios, 
5098005, Fennel oil, 
5109006, Methylated-deoxyribonucleic acid-protein-cysteine methyltransferase, 
5142007, Coagulation factor II Houston variant, 
5160007, Metal compound, 
5163009, Scombrotoxin, 
5167005, Zinc chloride fumes, 
5172001, Coagulation factor Xa, 
5179005, Connective tissue fiber, 
5200001, trans-Epoxysuccinate hydrolase, 
5206007, Cyanate compound, 
5220000, Bacitracin, 
5226006, Flavone O^7^-beta-glucosyltransferase, 
5250008, Thymus-independent antigen, 
5252000, Hafnium radioisotope, 
5253005, Hemoglobin Woodville, 
5259009, Blood group antigen Braden, 
5289002, Scilliroside, 
5303002, Hemoglobin Hoshida, 
5305009, Polynucleotide, 
5307001, Blood group antigen Hamet, 
5312000, ^65^Zinc, 
5323001, Uridine diphosphate glucuronic acid, 
5330007, Actin-binding protein, 
5339008, L-Glycol dehydrogenase, 
5340005, Blood group antigen Swietlik, 
5392001, Propylene glycol monomethyl ether, 
5395004, Pyridoxamine-phosphate oxidase, 
5404007, Lymphocyte antigen CD45RA, 
5405008, ^60^Cobalt, 
5406009, beta-L-Arabinosidase, 
5420002, Accessory sinus mucus, 
5439007, Blood group antibody Do^a^, 
5442001, Page blue 83, 
5453007, Iridium isotope, 
5471000, Hemoglobin G-Coushatta, 
5474008, Propionate-CoA ligase, 
5477001, Ferric subsulfate, 
5483003, Oxalate CoA-transferase, 
5504009, Blood group antigen Fuerhart, 
5511008, Inosinate nucleosidase, 
5513006, Immunoglobulin, Alpha chain, 
5515004, Rhodium fumes, 
5533005, Blood group antibody Kp^a^, 
5537006, Immunoglobulin, Delta chain, 
5540006, Calcium, 
5547009, ^233^Plutonium, 
5548004, 2-Dehydro-3-deoxy-D-pentonate aldolase, 
5568005, Hemoglobin Hijiyama, 
5573004, Blood group antigen Oca, 
5589001, Licodione O^2'^-methyltransferase, 
5590005, Beryllium radioisotope, 
5628003, Hemoglobin I-High Wycombe, 
5629006, Cytidylic acid, 
5637003, HLA-DQw6 antigen, 
5641004, Valproate semisodium, 
5647000, Griseofulvin ultramicrosize, 
5656008, ^116m^Antimony, 
5657004, Coal tar topical solution, 
5659001, Hemoglobin J-Tongariki, 
5670008, Gold isotope, 
5681006, Ceftizoxime sodium, 
5691000, Absorbable gelatin sponge, 
5692007, Cyanocobalamin Co^58^, 
5699003, Somatomedin C, 
5700002, Blood group antibody Gomez, 
5702005, ^106m^Silver, 
5704006, Galactokinase, 
5705007, 1,3-Propanediol dehydrogenase, 
5739006, Stramonium, 
5746002, ^118m^Antimony, 
5757007, HLA-Cw8 antigen, 
5762008, Heterogeneous nuclear RNA, 
5764009, ^242^Plutonium, 
5767002, Sulfamerazine, 
5774007, White petrolatum, 
5800007, tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase, 
5813001, Malate dehydrogenase, 
5826002, Ethyl-4-bis-(hydroxypropyl)-1-aminobenzoate, 
5827006, Crotonaldehyde, 
5829009, Hemoglobin Vaasa, 
5830004, Hemoglobin Bart, 
5840001, Blood group antibody Wj, 
5858007, ^110m^Indium, 
5863006, Vitexin beta-glucosyltransferase, 
5896008, Hellebrin, 
5899001, Bacterial structural gene, 
5907009, Quinidine polygalacturonate, 
5910002, Oncogene protein PP60, V-SRC, 
5915007, Blood group antigen Gladding, 
5927005, Lactaldehyde dehydrogenase, 
5931004, Technetium Tc^99m^ sulfur colloid, 
5932006, Cysteine, 
5950004, 3',5'-Cyclic-nucleotide phosphodiesterase, 
5955009, Diethylene glycol, 
5977008, Blood group antigen Bullock, 
5989005, Immunoglobulin, GM>17< allotype, 
5991002, D-Fuconate dehydratase, 
6021003, ^88^Yttrium, 
6038004, Oxygen radioisotope, 
6043006, Bone cement, 
6044000, Carbon disulfide, 
6054001, Doxylamine succinate, 
6056004, Blood group antibody Wk^a^, 
6068008, Blood group antigen Mil, 
6083003, Hydroxylysine, 
6085005, Synovial fluid, 
6088007, Benzfetamine hydrochloride, 
6089004, Lochia alba, 
6091007, Blood group antibody L Harris, 
6107003, Asparagusate reductase (NADH), 
6109000, Aromatic-amino-acid aminotransferase, 
6115000, Blood group antibody Anuszewska, 
6135004, Blood group antigen Duck, 
6138002, Blood group antigen Le Provost, 
6162007, Meclocycline, 
6170002, Heat labile antibody, 
6172005, Fatty-acid methyltransferase, 
6178009, Lymphocyte antigen CD63, 
6179001, o-Methy-bufotenine, 
6182006, Chloroacetone, 
6197009, Blood group antigen Zd, 
6237004, Bemegride, 
6249003, Potassium metabisulfite, 
6256009, Ribose isomerase, 
6257000, Sodium chloride Na^22^, 
6260007, Protokylol, 
6261006, Indoklon, 
6263009, Plant residue, 
6264003, Diazinon, 
6287006, Methidathion, 
6291001, N-Acetylglucosamine-1-phosphodiester N-acetylglucosaminidase, 
6301006, ^178^Tantalum, 
6310003, Particulate antigen, 
6314007, Phenol beta-glucosyltransferase, 
6333002, Squill extract, 
6338006, Imidazolonepropionase, 
6356006, Chlorodiallylacetamide, 
6360009, Kallidin II, 
6367007, ^95m^Technetium, 
6386004, N-Acetylneuraminate O^4^-acetyltransferase, 
6394006, Phentermine hydrochloride, 
6401007, Lichenase, 
6409009, Morpholine, 
6411000, Interleukin-12, 
6422001, HLA-DRw14 antigen, 
6451002, Chlorobenzilate, 
6455006, Chloroprene, 
6469006, delta^1^-Piperideine-2-carboxylate reductase, 
6478000, 6-Phosphofructokinase, 
6495008, Fibrinogen Montreal II, 
6507009, Blood group antigen Much, 
6513000, Flumethiazide, 
6516008, Indium^111^-Fe(OH)>3<, 
6524003, Distilled spirits, 
6529008, Blood group antigen Cl^a^, 
6532006, Macrophage activating factor, 
6590001, Galactosylceramidase, 
6592009, HLA-Dw12 antigen, 
6602005, Aminoacridine, 
6611005, Diethylaminoethanol, 
6612003, Chloramphenicol sodium succinate, 
6619007, Bilirubin Y transport protein, 
6642000, Opsonin, 
6644004, Homoserine dehydrogenase, 
6671004, Blood group antigen Caw, 
6672006, Phosphoadenylate 3'-nucleotidase, 
6699008, Titanium radioisotope, 
6701008, Lissamine fast red B, 
6702001, Ethyl mercaptoethyl diethyl thiophosphate, 
6709005, Gentamicin 2''-nucleotidyltransferase, 
6710000, Nitric oxide, 
6713003, ^91^Yttrium, 
6717002, Nifuroxime, 
6725000, Methylene blue, 
6730001, ^234^Uranium, 
6741004, Anti DNA antibody, 
6755007, TL antigen, 
6786001, Silver difluoride, 
6790004, Aminopterin, 
6792007, Veratrine, 
6808006, Ferrous iron compound, 
6809003, Phomopsin, 
6814004, Discadenine synthase, 
6817006, Oxidized glutathione, 
6826009, Sterol hormone, 
6837005, Dextropropoxyphene napsylate, 
6854002, ^188^Platinum, 
6865007, Theophylline calcium salicylate, 
6873003, Cefapirin sodium, 
6879004, 5,8,11-Eicosatrienoic acid, 
6881002, Magnesium fumes, 
6884005, (S)-3-Amino-2-methylpropionate aminotransferase, 
6890009, 3-Deoxy-manno-octulosonate-8-phosphatase, 
6896003, Thiopurine methyltransferase, 
6910009, Sodium fluoride, 
6911008, Deoxycytidylate methyltransferase, 
6916003, Bowieine, 
6924008, Exopolyphosphatase, 
6925009, Leucine acetyltransferase, 
6927001, ^121^Tin, 
6937006, Thymidylate synthase, 
6945001, Blood group antigen Le^bH^, 
6952004, ^121m^Tin, 
6958000, Blood group antibody Frando, 
6961004, Lysolecithin acylmutase, 
6970001, 4-Hydroxyproline epimerase, 
6973004, Chromium^51^ chloride, 
6983000, Acrylamide, 
6992002, Triflupromazine hydrochloride, 
6993007, Seminal fluid, 
6999006, Ammonium compound, 
7008002, beta-Carotene 15,15'-dioxygenase, 
7018007, Malate-CoA ligase, 
7029006, Blood group antigen Greenlee, 
7030001, Globoside, 
7034005, Diclofenac, 
7045008, Lycorine, 
